Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Zach Johnson,93,71.24,2010,279.7,66.54,28.73,57.66,70.527,"1,191",1,2,0.583,0.792,0.118,0.221,-0.129,2916993
Ben Crane,85,71.13,2010,282.3,68.22,29.07,59.06,70.234,"1,304",1,5,0.266,0.862,0.169,0.379,0.046,2841500
Jim Furyk,76,71.01,2010,276,67.12,28.74,63.47,69.828,"1,691",2,6,0.402,1.564,0.15,0.641,0.367,4809622
Richard Johnson,90,70.92,2010,277.3,68.5,29.6,59.35,71.156,323,,2,0.188,-0.293,-0.388,0.006,-0.104,678515
Paul Goydos,78,70.58,2010,273.6,65.95,29.08,55.02,71.532,597,,3,-0.158,-0.331,-0.257,0.244,-0.162,1121250
Jerry Kelly,99,70.5,2010,279,67.49,29.63,57.91,70.954,493,,1,-0.444,0.209,0.051,0.246,0.361,1136898
Garrett Willis,82,70.44,2010,280.2,69.87,29.65,55.32,71.159,517,,1,-0.137,-0.053,-0.155,0.261,-0.022,871763
Jeff Quinney,91,70.34,2010,273.3,65.45,28.66,59.7,70.851,378,,1,0.388,-0.039,-0.402,0.207,-0.232,605866
Alex Cejka,81,70.31,2010,277.4,66.6,29.7,56.42,71.219,489,,4,-0.466,-0.073,-0.146,0.464,0.077,904253
Billy Mayfair,78,70.29,2010,284,69.68,30.5,55.5,71.426,314,,2,-1.008,-0.467,0.053,0.424,0.067,642231
Chris DiMarco,88,70.13,2010,279,67.39,29.15,61.87,70.983,286,,1,-0.058,0.052,-0.244,0.196,0.163,409205
Ben Curtis,78,70.07,2010,275.5,68.02,29.6,59.69,70.871,416,,1,0.229,0.234,-0.159,0.054,0.11,812136
Jay Williamson,76,69.87,2010,285.1,68.95,29.72,59.74,71.29,280,,1,-0.174,-0.221,0.125,0.028,-0.219,404498
Skip Kendall,58,69.63,2010,279.5,62.56,29.02,57.57,71.64,159,,1,0.333,-0.832,-0.486,-0.651,-0.031,304439
Justin Leonard,89,69.46,2010,277.8,65.09,29.02,57.32,70.419,556,,1,0.181,0.539,-0.184,0.299,0.242,1026445
John Mallinger,78,69.34,2010,280.4,67.11,29.33,58.67,71.27,342,,1,0.051,-0.175,-0.131,-0.323,0.226,684687
Jason Dufner,87,69.24,2010,281.9,66.67,29.82,58.24,71.018,617,,2,-0.6,0.006,0.435,0.176,-0.006,1121695
Chad Campbell,94,69.01,2010,285.1,69.06,29.54,59.46,70.629,551,,2,-0.106,0.645,0.102,0.606,0.042,971154
Mark Wilson,87,68.85,2010,280.6,70.28,29.71,62.16,71.098,343,,1,0.139,0.009,-0.196,-0.292,0.354,789681
Chris Riley,73,68.7,2010,278.3,67.33,29,64.47,70.345,512,,3,0.185,0.538,0.164,-0.177,0.364,1001582
Cliff Kresge,50,68.59,2010,283.2,66.67,29.76,59.06,71.417,91,,,-0.573,-0.488,-0.191,0.41,-0.136,199584
Tom Gillis,97,68.54,2010,288.7,65.98,28.75,60.27,70.514,554,,2,0.359,0.616,0.348,-0.297,0.21,1166146
Steve Stricker,73,68.5,2010,282.9,68.29,28.69,63.75,69.66,"1,697",2,6,0.437,1.818,0.191,0.773,0.419,4190235
Brian Davis,101,68.35,2010,278.9,63.09,28.87,61.85,71.376,781,,2,-0.249,-0.181,-0.007,0.089,-0.015,1640516
Rocco Mediate,71,68.27,2010,278.1,69.32,30.28,56.96,71.341,150,,,-0.543,-0.164,-0.082,0.568,-0.107,1138067
Vaughn Taylor,87,68.26,2010,284.4,68.33,29.39,57.46,70.794,824,,5,-0.056,0.387,0.074,0.333,0.039,1838861
Scott Verplank,74,68.16,2010,278.6,63.85,28.75,59.37,70.838,786,,3,0.034,0.36,-0.12,0.456,-0.013,1653190
Steve Elkington,74,68.01,2010,289.2,68.71,29.09,64.23,70.318,571,,3,0.328,0.557,0.368,-0.191,0.049,955084
Ryan Moore,80,67.99,2010,289.7,66.67,29.05,60.76,70.623,893,,4,0.299,0.687,0.45,0.026,-0.091,2374823
Kenny Perry,69,67.99,2010,290.6,69.04,29.97,61.74,70.841,555,,1,-0.244,0.401,0.605,0.151,-0.111,968811
Hunter Mahan,85,67.94,2010,291.8,68.65,29.6,58.65,70.476,"1,528",2,3,0.068,0.665,0.642,0.069,-0.115,3574550
Matt Kuchar,97,67.89,2010,286.9,69.36,28.74,64.69,69.606,"1,437",,9,0.648,1.461,0.158,0.336,0.334,4910477
Jeff Maggert,76,67.55,2010,279.1,66.75,29.62,55.77,71.445,463,,2,-0.357,-0.741,0.123,-0.06,-0.447,801579
Tim Petrovic,105,67.37,2010,278.7,66.35,29.23,60.38,70.992,532,,2,-0.006,0.249,0.029,0.031,0.195,1028960
Dean Wilson,54,67.37,2010,281.6,68.98,28.79,67.16,70.223,434,,1,0.781,0.736,-0.341,0.158,0.139,832640
Scott McCarron,90,67.36,2010,288.6,65.8,28.98,61.19,70.94,354,,1,0.507,0.155,0.093,-0.529,0.079,642543
Brent Delahoussaye,57,67.28,2010,275.6,66.78,29.69,54.43,72.032,43,,,0.231,-0.811,-0.467,-0.114,-0.465,69708
Aron Price,70,67.23,2010,284.6,70.49,29.69,58.53,70.856,358,,2,0.017,0.259,-0.1,0.291,0.051,713737
John Senden,103,67.22,2010,290.2,72.49,30.08,57.65,70.618,467,,,-0.139,0.608,0.372,0.455,-0.078,1274058
Boo Weekley,88,67.14,2010,291.9,70.07,29.95,60.32,70.851,526,,3,-0.376,0.183,0.662,0.058,-0.162,872729
Tom Pernice Jr.,74,66.95,2010,280,69.78,29.48,59.61,70.757,331,,1,-0.165,0.121,-0.212,0.225,0.271,662730
Jason Bohn,84,66.89,2010,279.8,67.79,29.25,57.49,70.856,926,1,2,0.13,0.43,0.082,0.324,-0.103,1904763
Kevin Sutherland,86,66.89,2010,287.9,71.96,29.9,62.44,70.604,499,,1,-0.094,0.468,0.201,0.054,0.303,818682
Kris Blanks,91,66.87,2010,286.4,71.15,30.6,54.06,71.371,554,,3,-0.568,-0.161,0.201,0.417,-0.21,1109178
Blake Adams,84,66.84,2010,291.3,66.73,29.2,57.43,71.077,514,,2,0.196,-0.233,0.292,-0.726,0.002,963593
John Merrick,109,66.71,2010,291.4,70.24,29.94,56.93,71.102,449,,1,-0.126,0.019,0.217,0.01,-0.084,658815
Woody Austin,93,66.48,2010,281.1,67.92,29.55,58.56,71.121,394,,3,-0.063,0.034,-0.01,0.048,0.056,727352
Stephen Ames,75,66.47,2010,282,67.79,29.15,59.67,70.639,548,,1,0.375,0.553,0.011,0.054,0.12,916527
Kevin Na,94,66.46,2010,278.6,65.89,28.57,64.45,70.314,804,,3,0.493,0.854,-0.247,0.333,0.276,2021815
Will MacKenzie,72,66.33,2010,290.8,68.52,29.78,59.31,70.918,267,,,-0.448,0.202,0.363,0.177,0.103,557504
Justin Bolli,55,66.28,2010,281.8,64.85,30.2,54.52,72.881,6,,,-0.558,-1.918,-0.475,-0.463,-0.423,73990
Steve Flesch,78,66.02,2010,277.4,62.76,29.19,55.04,72.041,272,,1,-0.078,-0.651,-0.386,-0.493,0.309,440374
K.J. Choi,82,65.99,2010,283.1,68.52,29.23,62.67,70.099,922,,2,0.054,0.984,0.151,0.507,0.269,2199962
Charles Warren,64,65.93,2010,302.5,71.74,30.28,54.58,70.917,116,,1,-0.411,0.109,0.581,0.327,-0.387,574616
Chris Couch,66,65.87,2010,292.4,66.5,28.77,56.28,70.948,472,,2,0.302,0.307,0.444,-0.242,-0.199,888146
James Nitties,92,65.69,2010,286.2,66.47,29.27,58.19,71.277,338,,1,0.133,-0.262,-0.188,0.058,-0.258,525034
Kevin Streelman,90,65.64,2010,290.3,66.67,29.07,56.59,70.727,460,,3,0.044,0.13,0.478,-0.236,-0.155,1472349
Brendon de Jonge,114,65.51,2010,286.9,70.07,29.51,55.52,70.344,"1,035",,6,0,0.762,0.16,0.721,-0.125,2167978
Briny Baird,87,65.45,2010,282,69.41,29.65,61.49,70.639,458,,1,-0.026,0.169,-0.2,0.334,0.054,753577
Rod Pampling,77,65.45,2010,283.5,64.94,29.49,59.47,71.501,275,,,-0.247,-0.314,0.068,-0.356,0.22,299264
Paul Stankowski,62,65.38,2010,290.3,70.88,29.35,55.48,70.354,296,,2,0.332,0.561,0.016,0.377,-0.16,666591
Mathew Goggin,85,65.24,2010,289.3,69.74,30.33,54.21,71.672,267,,1,-0.377,-0.501,0.264,-0.177,-0.209,483537
Pat Perez,90,65.23,2010,287.1,68.95,28.91,62.23,70.593,534,,3,0.379,0.572,-0.005,-0.001,0.199,947588
Bo Van Pelt,104,65.23,2010,292,69.23,29.31,62.33,69.955,"1,272",,6,0.098,1.192,0.724,0.26,0.107,3336258
Justin Rose,78,65.17,2010,287.8,66.31,28.64,63.85,69.885,"1,593",2,4,0.243,1.195,0.338,0.168,0.447,3603331
Spencer Levin,110,65.12,2010,280.6,69.88,29.33,58.95,70.385,646,,1,0.132,0.564,0.054,0.413,-0.034,1199672
J.J. Henry,92,65.07,2010,292.8,68.72,29.7,59.62,70.772,598,,2,0.217,0.36,0.383,-0.19,-0.052,1035688
J.P. Hayes,79,64.91,2010,281,66,28.95,55.77,70.981,439,,3,0.027,-0.035,0.039,-0.4,0.304,862523
Retief Goosen,75,64.79,2010,291.4,65.96,28.65,63.91,69.718,"1,068",,8,0.679,1.598,0.337,0.185,0.395,3218089
Robert Allenby,76,64.75,2010,289.1,68.17,29.31,56.37,70.131,"1,169",,4,0.137,1.156,0.403,0.642,-0.031,2974997
Henrik Bjornstad,72,64.74,2010,288.1,69.11,30.21,49.59,71.722,188,,,-0.211,-0.626,-0.022,0.096,-0.49,215913
Graham DeLaet,88,64.74,2010,305.7,71.27,30.07,61.56,70.645,393,,1,-0.36,0.396,0.678,0.111,-0.038,954011
John Rollins,81,64.58,2010,295.5,68.18,29.59,59.27,70.728,634,,2,-0.216,0.497,0.56,-0.074,0.224,1182736
D.A. Points,90,64.52,2010,283,67.9,29.74,58.65,70.958,544,,3,-0.1,0.199,0.045,0.191,0.066,975433
Y.E. Yang,72,64.31,2010,288.6,65.95,29.07,56.18,71.033,678,,2,0.188,0.166,0.316,-0.252,-0.083,1301726
Mathias Grönberg,61,64.28,2010,293.7,66.77,29.87,58.36,71.614,198,,1,-0.184,-0.286,0.222,-0.236,-0.085,322130
Brandt Snedeker,89,64.27,2010,277.1,62.36,27.97,61.19,70.258,813,,4,0.464,0.572,-0.287,0.088,0.308,1602690
Davis Love III,79,64.2,2010,297.7,70.25,30.24,54.37,70.888,475,,3,-0.51,0.173,0.297,0.364,0.019,1214472
Rickie Fowler,98,64.19,2010,292.7,69.9,29.3,59.51,70.429,"1,147",,5,0.129,0.793,0.408,0.395,-0.138,2857108
Charlie Wi,95,64.19,2010,281.2,66.55,28.58,65.56,70.284,690,,3,0.574,0.679,-0.286,0.28,0.127,1568492
Bill Haas,87,64.17,2010,293.3,69.92,29.48,57.96,70.308,"1,025",1,2,-0.065,0.918,0.464,0.515,0.005,2905136
Steve Wheatcroft,74,64.12,2010,287.1,63.47,29.39,51.84,71.53,213,,1,0.211,-0.626,0.002,-0.65,-0.185,408595
Trevor Immelman,55,64.07,2010,286.4,66.06,29.89,59.52,71.162,266,,,0.074,-0.324,-0.501,0.005,0.095,422171
Nicholas Thompson,88,64.04,2010,289.2,67.86,30.2,49.38,71.815,284,,1,-0.885,-0.875,0.261,0.081,-0.331,546476
Stewart Cink,84,63.98,2010,292.4,68.61,29.48,57.08,70.431,678,,3,0.19,0.827,0.431,0.309,-0.111,1573636
Sean O'Hair,84,63.98,2010,289.3,68.22,29.8,61.83,70.603,858,,3,-0.071,0.615,0.431,0.198,0.068,1859040
Kevin Johnson,62,63.85,2010,276.5,62.5,29.46,51.32,72.878,53,,,-0.35,-2.147,-0.822,-0.895,-0.077,69806
Sergio Garcia,58,63.75,2010,292.7,66.13,29.88,54.57,71.076,461,,1,-0.36,0.068,0.272,0.199,-0.046,936845
Cameron Beckman,68,63.72,2010,285.7,66.15,29.61,58.21,71.395,427,1,2,-0.297,-0.545,-0.228,-0.02,-0.004,1158485
Josh Teater,101,63.69,2010,293.1,68.8,29.74,56.83,71.116,502,,2,-0.314,-0.109,0.428,-0.142,-0.08,1005323
Michael Letzig,84,63.47,2010,289.7,67.92,29.42,56.08,70.951,415,,1,-0.071,0.029,0.115,-0.121,0.118,563729
Michael Connell,89,63.4,2010,281.3,66.94,29.12,59.13,70.9,314,,1,0.337,0.142,-0.284,0.081,0.007,846459
Jarrod Lyle,54,63.4,2010,296.2,65.34,29.24,57.84,70.835,227,,2,0.049,0.027,0.266,-0.441,0.157,422760
Michael Sim,64,63.35,2010,283.3,65.34,28.75,61.58,70.896,573,,3,0.518,0.235,-0.351,-0.237,0.306,1338926
Vijay Singh,75,63.28,2010,292.3,68.62,29.84,56.46,70.343,588,,2,-0.739,0.753,0.369,0.979,0.145,1334262
Bryce Molder,84,63.16,2010,278,65.28,28.69,62.4,70.403,748,,6,0.476,0.507,-0.406,0.235,0.205,1428438
Ryuji Imada,90,63.11,2010,278.7,64.51,28.4,63.13,70.753,445,,2,0.551,0.286,-0.298,-0.207,0.24,1028869
Brian Stuard,81,63.09,2010,286.9,65.04,29.43,54.45,71.595,226,,1,0.289,-0.746,-0.204,-0.77,-0.058,536497
Chris Tidland,77,63.08,2010,288.1,66.36,29.22,57.47,71.255,271,,1,0.231,-0.004,0.285,-0.508,-0.015,588291
Chris Stroud,90,62.98,2010,287.2,69.31,29.77,57.4,70.966,369,,2,0.062,0.229,0.01,0.077,0.081,942082
Jeff Gove,57,62.96,2010,288.7,69.72,31,50.36,72.401,77,,,-0.947,-1.164,0.081,-0.045,-0.248,92155
Kevin Stadler,86,62.96,2010,290.2,67.95,29.53,56,71.149,394,,4,-0.275,-0.221,0.237,0.12,-0.301,931720
Adam Scott,70,62.93,2010,294.4,69.61,30.07,54.03,70.468,940,1,2,-0.746,0.862,0.472,1.164,-0.027,2489402
Lucas Glover,75,62.84,2010,295.7,67.42,29.65,54.15,70.949,743,,3,-0.115,0.297,0.285,0.138,-0.006,1511275
Carl Pettersson,99,62.82,2010,282.1,63.8,28.24,62.06,70.552,"1,142",1,4,0.818,0.554,-0.18,-0.152,0.069,1934465
Ian Poulter,55,62.72,2010,286.8,62.47,28.9,59.82,71.211,733,1,2,0.213,-0.335,-0.109,-0.655,0.221,2079664
Shaun Micheel,70,62.67,2010,283.2,64.61,28.77,61.27,70.499,595,,3,0.235,0.487,-0.136,0.182,0.205,1025500
Rory McIlroy,54,62.64,2010,300,66.24,29.27,60.13,70.351,"1,101",1,5,-0.225,0.714,0.698,0.271,-0.025,2554280
Nick Watney,91,62.63,2010,296.5,69.63,29.32,55.51,70.291,984,,6,0.09,0.915,0.593,0.517,-0.304,2536714
Johnson Wagner,85,62.59,2010,282.4,68.24,29.52,58.1,71.113,197,,,0.065,-0.095,-0.356,0.323,-0.128,753802
Roger Tambellini,77,62.57,2010,292,69.73,30.71,54.26,71.969,219,,1,-0.789,-0.925,0.085,-0.235,0,370736
Greg Kraft,52,62.5,2010,273.2,60.63,29.78,53.37,73.07,14,,,-0.182,-2.041,-0.876,-0.572,-0.408,52176
Luke Donald,71,62.36,2010,277,65.28,28.46,65.41,69.85,"1,089",,5,0.87,1.493,-0.506,0.661,0.464,3665234
Mark Calcavecchia,50,62.18,2010,281,65.48,30.02,50.96,72.222,88,,,-0.871,-0.996,-0.177,0.363,-0.311,119980
Freddie Jacobson,83,62.16,2010,283.1,67.8,28.93,63.2,70.367,826,,3,0.241,0.722,-0.064,0.302,0.241,1666252
Matt Every,60,62.06,2010,290.9,64.75,28.93,57.61,70.986,322,,1,0.24,-0.073,0.166,-0.292,-0.185,456847
Steve Marino,81,61.96,2010,290.6,67.49,29.53,56.33,70.875,636,,2,0.261,0.567,0.27,-0.016,0.053,1479239
Steve Lowery,67,61.9,2010,286.2,65.52,30.03,50.38,72.202,67,,,-0.386,-1.177,0.122,-0.31,-0.607,118602
Jerod Turner,54,61.66,2010,279,58.94,29,50.88,72.602,57,,,-0.002,-1.885,-0.351,-1.179,-0.353,91343
Camilo Villegas,78,61.66,2010,289.6,66.05,29.43,57.5,70.425,"1,213",1,6,-0.396,0.691,0.21,0.755,0.122,3035523
Charley Hoffman,85,61.59,2010,298.2,66.53,28.73,60.6,70.254,546,,3,0.104,0.995,0.638,0.317,-0.065,2559646
Jonathan Byrd,85,61.54,2010,290.9,70,29.54,61.66,70.437,415,,2,0.029,0.524,0.091,0.046,0.354,1534981
Greg Owen,69,61.46,2010,291.4,69,30.1,52.73,71.77,184,,,-0.641,-0.745,0.2,-0.103,-0.205,268835
Andrew McLardy,52,61.43,2010,289.9,65.97,29.69,53.4,72.217,23,,,-0.172,-1.005,0.079,-0.536,-0.375,53106
Bob Estes,79,61.41,2010,283.9,67.79,29.59,60.48,71.086,432,,2,0.014,-0.048,-0.33,0.143,0.123,701158
D.J. Trahan,92,61.4,2010,301.1,71.26,30.02,54.83,70.661,577,,5,-0.467,0.494,0.692,0.45,-0.179,1619693
Paul Casey,64,61.31,2010,294.2,68.68,29.07,60.86,69.72,992,,5,0.812,1.411,0.215,0.483,-0.111,3613194
Nathan Green,86,61,2010,279.5,63.18,28.94,60.18,71.421,414,,1,0.339,-0.254,-0.566,-0.192,0.167,636180
Jeev Milkha Singh,59,60.94,2010,287.3,65.28,29.08,63.69,70.631,253,,1,-0.045,0.118,-0.092,-0.139,0.396,420245
Bill Lunde,79,60.71,2010,288.9,65.85,29.77,57.48,71.688,449,1,3,-0.012,-0.466,-0.265,-0.263,0.068,1075874
Garth Mulroy,53,60.7,2010,295.6,70.07,30.18,53.41,72,160,,1,-0.586,-0.436,0.124,0.178,-0.154,287118
Ted Purdy,86,60.61,2010,290.8,63.96,29.61,52.44,71.824,244,,,-0.114,-0.892,-0.124,-0.405,-0.256,307677
Webb Simpson,98,60.47,2010,285.4,66.16,28.73,59.46,70.683,478,,1,0.37,0.169,-0.308,-0.046,0.153,972962
Michael Bradley,77,60.37,2010,281.5,68.65,29.62,59.47,71.498,306,,,-0.084,-0.392,-0.676,0.219,0.147,360845
Troy Matteson,84,60.36,2010,296.3,71.43,30.44,55.79,71.31,425,,2,-0.445,-0.157,0.515,0.042,-0.269,736060
Rory Sabbatini,79,60.28,2010,289.1,66.74,29.36,56.48,71.366,618,,2,-0.202,0.16,0.3,-0.218,0.276,1546808
Chad Collins,87,60.27,2010,275.8,63.29,28.28,64.37,70.599,512,,3,0.626,0.143,-0.66,-0.116,0.293,815961
Martin Laird,91,60.27,2010,296.5,67.83,29.68,57.31,71.158,477,,2,-0.304,0.145,0.354,0.143,-0.049,2137928
Brett Quigley,96,60.26,2010,283.2,70.12,29.94,57.93,71.082,336,,1,0.078,0.065,-0.422,0.425,-0.016,497296
Ernie Els,72,60.16,2010,288.4,67.86,28.99,61.23,69.843,"1,846",2,6,0.33,1.322,0.215,0.735,0.043,4558861
Roland Thatcher,72,60.04,2010,288,65.9,29.69,57.24,71.82,142,,1,-0.384,-0.788,-0.061,-0.095,-0.253,796157
Chris Wilson,65,59.93,2010,291.7,63.28,29.56,53.85,72.682,58,,,-0.668,-1.631,-0.112,-0.629,-0.221,76481
Lee Janzen,77,59.91,2010,287.7,67.68,29.38,57.81,71.194,280,,1,-0.302,-0.199,-0.177,0.192,0.086,603195
Greg Chalmers,93,59.8,2010,275.5,66.01,28.53,64.32,70.732,558,,2,0.772,0.354,-0.555,0.06,0.07,989415
Stuart Appleby,101,59.75,2010,289,61.84,28.89,58.82,70.954,957,1,3,-0.056,0.13,-0.236,0.077,0.348,1965825
Brad Faxon,58,59.47,2010,271.4,59.05,29.02,47.49,73.116,39,,,0.426,-2.093,-1.343,-0.622,-0.553,55482
Troy Merritt,86,59.37,2010,288.2,65.48,28.96,54.98,71.486,331,,1,0.512,-0.437,-0.177,-0.45,-0.326,786977
Joe Ogilvie,99,59.32,2010,285.9,66.07,29.23,56.69,71.296,454,,1,0.096,-0.249,-0.005,-0.19,-0.142,641797
Cameron Percy,73,58.93,2010,294,70.42,30.13,56.91,71.622,206,,,-0.491,-0.236,-0.128,0.589,-0.206,620262
Cameron Tringale,55,58.71,2010,294.5,70.18,30.45,53.23,71.598,107,,,-0.711,-0.465,0.131,-0.055,0.167,302618
Alex Prugh,88,58.4,2010,295.7,68.6,29.47,55.35,70.878,526,,3,0.202,0.092,0.39,-0.304,-0.197,1272606
Ricky Barnes,103,58.37,2010,285.5,68.23,29.32,59.59,70.47,947,,6,0.021,0.604,-0.244,0.675,0.149,1835195
Marc Leishman,87,58.37,2010,295,66.67,29.44,56.9,70.769,738,,2,-0.146,0.418,0.074,0.417,0.072,1488837
Geoff Ogilvy,62,57.94,2010,287,67.69,29.22,56.16,70.764,815,1,1,0.37,0.735,-0.165,0.488,0.041,2393045
Brett Wetterich,54,57.82,2010,307.3,68.11,29.8,58.71,70.847,248,,,-0.126,0.107,0.415,0.106,-0.291,510672
Jason Day,82,57.78,2010,298.2,67.68,29.15,60.38,70.274,988,1,3,-0.009,0.738,0.254,0.054,0.444,2904327
Ryan Palmer,84,57.23,2010,295.8,65.48,28.77,55.56,70.824,"1,071",1,3,0.433,0.294,0.175,0.01,-0.324,2985296
Matt Bettencourt,91,57.16,2010,294,60.17,28.46,57.98,71.575,472,1,1,0.368,-0.487,0.089,-0.831,-0.111,855901
David Duval,71,57.08,2010,286.9,66.1,29.48,52.26,71.688,404,,1,0.12,-0.278,-0.354,0.202,-0.245,919584
Matt Jones,89,57.07,2010,293.3,65.29,28.65,60.61,70.605,647,,5,0.509,0.495,-0.122,-0.219,0.321,1215743
James Driscoll,78,56.96,2010,293.9,66.81,29.31,58.15,70.954,340,,1,0.315,0.056,-0.014,-0.26,0.019,500625
Padraig Harrington,57,56.7,2010,292.1,61.9,28.3,61.2,70.174,662,,5,0.267,1.063,-0.104,0.524,0.379,1381453
Aaron Baddeley,94,56.65,2010,298.9,64.6,28.57,57.1,70.995,481,,1,0.509,0.208,0.112,-0.797,0.391,879317
David Lutterus,69,56.61,2010,291.9,64.29,29.86,54.81,72.17,103,,,-0.33,-1.044,-0.368,-0.439,0.1,123170
Dustin Johnson,83,56.35,2010,308.5,67.95,29.37,55.81,70.135,"1,362",1,5,0.112,0.979,0.76,0.288,-0.179,4473122
Scott Piercy,88,56.03,2010,296.8,67.74,29.11,54.79,71.196,380,,2,0.215,-0.004,-0.013,-0.065,-0.142,676432
Vance Veazey,58,55.88,2010,284.3,62.71,29.58,50.72,72.323,73,,,-0.109,-1.444,-1.117,-0.084,-0.128,111370
Robert Garrigus,71,55.73,2010,315.5,67.61,29.89,51.98,71.264,382,,2,-0.164,-0.269,0.73,0.025,-0.845,1583275
Bubba Watson,77,55.67,2010,309.8,68.54,29.4,55.5,70.229,"1,498",1,4,-0.077,0.695,0.798,0.14,-0.168,3198998
Jeff Overton,89,55.44,2010,297.3,66.86,29.04,56.8,70.497,"1,536",,6,0.409,0.63,0.232,0.064,-0.074,3456356
Andres Romero,73,55.05,2010,296,65.07,28.93,60.78,70.986,418,,2,0.254,0.136,0.167,-0.101,-0.184,979170
Brenden Pappas,66,54.94,2010,288.4,66.49,29.5,55.61,71.966,89,,,-0.091,-0.731,-0.593,-0.074,0.03,133584
Derek Lamely,81,54.84,2010,294,61.93,29.17,57,71.666,487,1,1,0.02,-0.592,-0.199,-0.332,-0.081,972961
Charles Howell III,103,54.58,2010,294.3,68.57,28.96,64.46,70.292,746,,4,0.452,0.784,-0.041,0.046,0.324,1482211
Ángel Cabrera,64,54.49,2010,304.5,65.78,29.48,55.15,70.919,524,,2,-0.148,0.249,0.598,-0.027,-0.17,1266440
J.B. Holmes,100,54.45,2010,307.2,65.5,28.86,62.48,70.089,"1,153",,3,0.064,0.936,0.729,0.026,0.113,2386248
George McNeill,79,54.34,2010,293.4,66.03,29.32,55.49,71.207,338,,1,0.319,0.028,-0.488,0.175,0.018,664854
Mike Weir,59,53.83,2010,273.9,57.89,28.16,58.8,71.571,360,,1,-0.018,-0.241,-1.246,0.466,0.559,559092
Tim Herron,79,53.49,2010,291.7,66.51,29.36,58.86,71.171,234,,,0.171,-0.227,-0.233,-0.211,0.044,391502
Rich Barcelo,70,52.8,2010,287.6,61.72,28.97,54.2,71.751,187,,,0.144,-0.52,-1.027,0.228,0.13,188892
Phil Mickelson,76,52.66,2010,299.1,65.13,28.79,61.84,69.966,"1,629",1,5,-0.147,1.001,0.185,0.738,0.228,3821733
John Daly,63,52.21,2010,305.7,65.66,29.78,53.53,71.697,97,,,-0.653,-0.989,0.336,-0.374,-0.298,158587
Jimmy Walker,82,51.29,2010,292.9,65.88,29.14,58.46,70.953,554,,2,0.252,0.093,-0.538,0.336,0.047,937987
Daniel Chopra,74,51.27,2010,295.9,61.64,28.88,56.16,72.194,142,,,0.361,-1.096,-0.307,-1.07,-0.084,311405
Martin Flores,75,50.15,2010,300.7,64.79,29.41,54,71.882,137,,1,-0.106,-0.883,-0.223,-0.553,-0.001,318673
Sergio Garcia,,,2018,,,,,,362,,3,,,,,,878354
Steve Stricker,,,2018,,,,,,274,,,,,,,,582566
Thomas Pieters,,,2018,,,,,,260,,1,,,,,,813227
Ross Fisher,,,2018,,,,,,119,,,,,,,,412954
Graham DeLaet,,,2018,,,,,,111,,1,,,,,,251630
K.J. Choi,,,2018,,,,,,110,,1,,,,,,219405
Andres Romero,,,2018,,,,,,104,,1,,,,,,206764
Parker McLachlin,,,2018,,,,,,92,,,,,,,,174039
Camilo Villegas,,,2018,,,,,,90,,,,,,,,229439
Tim Herron,,,2018,,,,,,87,,,,,,,,209216
Stuart Appleby,,,2018,,,,,,84,,,,,,,,175235
Morgan Hoffmann,,,2018,,,,,,81,,,,,,,,170673
John Merrick,,,2018,,,,,,79,,,,,,,,119407
Smylie Kaufman,,,2018,,,,,,74,,1,,,,,,201136
Sangmoon Bae,,,2018,,,,,,71,,,,,,,,184057
Bernhard Langer,,,2018,,,,,,57,,,,,,,,130200
Jerry Kelly,,,2018,,,,,,54,,,,,,,,108500
Brendon de Jonge,,,2018,,,,,,49,,1,,,,,,110276
Geoff Ogilvy,,,2018,,,,,,48,,,,,,,,93947
D.J. Trahan,,,2018,,,,,,46,,,,,,,,85595
Ernie Els,,,2018,,,,,,46,,,,,,,,102868
Davis Love III,,,2018,,,,,,45,,,,,,,,97920
George McNeill,,,2018,,,,,,42,,,,,,,,91100
Martin Kaymer,,,2018,,,,,,42,,,,,,,,115379
Luke Donald,,,2018,,,,,,42,,,,,,,,81989
Brandon Hagy,,,2018,,,,,,39,,,,,,,,76817
Steve Marino,,,2018,,,,,,36,,,,,,,,76616
Eric Axley,,,2018,,,,,,33,,,,,,,,69125
Ken Duke,,,2018,,,,,,33,,,,,,,,82161
Dicky Pride,,,2018,,,,,,30,,,,,,,,42810
Padraig Harrington,,,2018,,,,,,29,,,,,,,,93260
Troy Matteson,,,2018,,,,,,28,,,,,,,,39000
Jason Bohn,,,2018,,,,,,27,,,,,,,,43620
Tommy Gainey,,,2018,,,,,,26,,,,,,,,39508
John Senden,,,2018,,,,,,25,,,,,,,,68604
Heath Slocum,,,2018,,,,,,24,,,,,,,,37814
Vijay Singh,,,2018,,,,,,24,,,,,,,,95334
Brian Davis,,,2018,,,,,,20,,,,,,,,60851
Seung-Yul Noh,,,2018,,,,,,19,,,,,,,,44516
Fred Couples,,,2018,,,,,,18,,,,,,,,46200
Colt Knost,,,2018,,,,,,13,,,,,,,,43134
Jim Herman,,,2018,,,,,,13,,,,,,,,46962
Ángel Cabrera,,,2018,,,,,,11,,,,,,,,20353
Derek Ernst,,,2018,,,,,,11,,,,,,,,20353
