STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
PENNSYLVANIA,2013,1623694,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563,1501024,8499,129360,132216,137287,135583,1063310,554067,1625876,24,208,192,185,189,1602,787,2413,275,4176,4915,4518,4511,37578,18331,56184,1193,14405,13136,11999,9782,104364,46370,151927,2977,19567,19435,20551,18751,159881,82461,245319,3546,84761,90323,97375,100538,727397,397327,1128270,39,98,88,121,92,816,380,1235,445,6145,4127,2538,1720,31672,8411,40528,10,92,108,88,86,809,388,1207,14,116,84,97,103,793,399,1206,141,2105,2374,2181,2201,18411,9037,27589,134,2071,2541,2337,2310,19167,9294,28595,605,7403,6835,6066,4979,53742,23948,78295,588,7002,6301,5933,4803,50622,22422,73632,1475,10116,9856,10536,9369,81743,42025,125243,1502,9451,9579,10015,9382,78138,40436,120076,1881,43942,46617,50310,52192,375821,205037,582739,1665,40819,43706,47065,48346,351576,192290,545531,20,49,45,69,45,429,186,635,19,49,43,52,47,387,194,600,221,3268,2153,1270,838,16393,4176,20790,224,2877,1974,1268,882,15279,4235,19738,244.01262,289.6236516,226.4023236,269.0869734
PENNSYLVANIA,2014,1605292,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079,1566997,8106,127398,129927,135683,131694,1058258,549398,1615762,14,176,208,201,160,1583,754,2351,325,4427,4791,4692,4600,38350,18767,57442,962,14991,13541,13025,10110,109521,48302,158785,2993,19260,19161,19746,18369,157537,81343,241873,3297,82170,87328,95227,96506,713970,390292,1107559,17,99,85,105,105,817,442,1276,498,6275,4813,2687,1844,36480,9498,46476,4,86,110,103,79,800,382,1186,10,90,98,98,81,783,372,1165,174,2229,2390,2314,2286,18956,9254,28384,151,2198,2401,2378,2314,19394,9513,29058,455,7728,7023,6587,5059,56499,24866,81820,507,7263,6518,6438,5051,53022,23436,76965,1510,9825,9680,10212,9152,80478,41412,123400,1483,9435,9481,9534,9217,77059,39931,118473,1734,42725,45218,49178,49407,368888,200971,571593,1563,39445,42110,46049,47099,345082,189321,535966,9,49,38,45,50,419,225,653,8,50,47,60,55,398,217,623,256,3386,2490,1302,861,18957,4730,23943,242,2889,2323,1385,983,17523,4768,22533,,,,
PENNSYLVANIA,2015,1589429,29967185,1857885,10532452,17576848,29690645,16058338,8196747,1050310,1663209,8201,120874,130671,131505,129921,1047793,540546,1596540,32,183,182,215,170,1647,761,2440,294,4248,4887,4760,4712,39147,19204,58645,1093,14561,14432,13117,10801,113336,50237,164666,2402,17873,19294,19364,17785,155766,78450,236618,3696,77352,86406,90883,94173,697326,380797,1081819,11,129,119,93,84,815,432,1258,673,6528,5351,3073,2196,39756,10665,51094,17,93,100,100,91,801,373,1191,15,90,82,115,79,846,388,1249,156,2231,2469,2313,2325,19461,9424,29041,138,2017,2418,2447,2387,19686,9780,29604,537,7421,7313,6862,5552,58370,25797,84704,556,7140,7119,6255,5249,54966,24440,79962,1253,9187,9743,9970,8942,79274,40056,120583,1149,8686,9551,9394,8843,76492,38394,116035,1891,40173,44608,46926,48404,359601,195456,556948,1805,37179,41798,43957,45769,337725,185341,524871,8,60,65,50,39,416,210,634,3,69,54,43,45,399,222,624,309,3470,2773,1549,1125,20809,5324,26442,364,3058,2578,1524,1071,18947,5341,24652,243.3122399,283.6684154,226.6707741,262.6731459
PENNSYLVANIA,2016,1572593,31077289,1904293,11181046,17991950,30925177,16717308,8464573,1079198,1793713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENNSYLVANIA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6723272,286.3938323,224.9247023,266.2166842
PR,1998,,,,,,,,,,,1037,44106,51337,46399,32289,396355,157385,554777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,44106,51337,46399,32289,396355,157385,554777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2001,,,,,,,,,,,863,41529,47082,46410,32699,382071,159891,542825,,,,,,,,,,,,,,,,,863,41529,47082,46410,32699,382071,159891,542825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2012,,,,,,,,,,,1050,27887,31345,35547,27169,266387,124638,392075,0,16,30,17,19,192,92,284,0,2,2,1,2,16,8,24,1050,27832,31289,35497,27115,265948,124409,391407,0,5,3,9,5,37,17,54,0,31,19,21,25,182,105,287,0,1,2,2,3,12,7,19,0,0,0,0,0,0,0,0,0,6,24,12,9,104,42,146,0,10,6,5,10,88,50,138,0,1,1,1,0,7,3,10,0,1,1,0,2,9,5,14,530,14202,16145,17817,12599,136420,59866,196816,520,13630,15144,17680,14516,129528,64543,194591,0,2,0,2,2,13,10,23,0,3,3,7,3,24,7,31,0,21,12,7,12,99,46,145,0,10,7,14,13,83,59,142,0,0,1,2,2,7,3,10,0,1,1,0,1,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PUERTO_RICO,2014,,,,,,,,,,,1975,27439,30556,32691,27054,245604,121801,369380,2,7,10,12,9,80,35,117,0,2,4,3,2,24,6,30,1972,27384,30509,32654,27011,245289,121640,368901,0,3,7,5,6,31,20,51,1,41,26,14,22,171,93,265,0,2,0,3,4,9,7,16,0,0,0,0,0,0,0,0,1,4,7,1,1,37,15,53,1,3,3,11,8,43,20,64,0,1,1,1,2,8,3,11,0,1,3,2,0,16,3,19,1019,13923,15594,16487,12685,125619,59028,185666,953,13461,14915,16167,14326,119670,62612,183235,0,1,5,4,4,17,10,27,0,2,2,1,2,14,10,24,1,25,14,8,8,98,39,138,0,16,12,6,14,73,54,127,0,1,0,1,0,4,2,6,0,1,0,2,4,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PUERTO_RICO,2015,,,,,,,,,,,2728,23228,27753,29884,26700,227156,113547,343431,2,15,37,42,21,217,78,297,,4,,4,,,,,2724,23170,27656,29799,26633,226536,113288,342548,,,6,6,3,,26,,2,36,49,33,36,311,135,448,,,,,3,,12,,0,0,0,0,0,0,0,0,1,8,16,23,10,118,35,154,1,7,21,19,11,99,43,143,,2,4,1,,18,,,,2,,3,4,,,,1353,11796,14089,15119,12517,115912,55043,172308,1371,11374,13567,14680,14116,110624,58245,170240,,1,1,1,1,20,10,,,,5,5,2,,16,,1,20,27,21,18,171,59,231,1,16,22,12,18,140,76,217,,,1,,2,,6,,,2,,,1,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PUERTO_RICO,2010,,,,,,,,,,,866,30968,36919,37481,29640,292681,134116,427663,0,26,35,37,34,275,145,420,0,5,3,4,1,21,9,30,866,30905,36836,37392,29578,292016,133793,426675,0,4,4,5,3,48,18,66,0,28,35,38,23,285,138,423,0,0,6,5,1,32,13,45,0,0,0,0,0,4,0,4,0,13,12,16,13,144,69,213,0,13,23,21,21,131,76,207,0,4,0,2,0,6,3,9,0,1,3,2,1,15,6,21,427,15727,19116,18582,13706,149806,64555,214788,439,15178,17720,18810,15872,142210,69238,211887,0,4,3,3,3,22,12,34,0,0,1,2,0,26,6,32,0,17,26,16,10,151,69,220,0,11,9,22,13,134,69,203,0,0,2,3,1,19,6,25,0,0,4,2,0,13,7,20,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,,,,
PUERTO_RICO,2008,,,,,,,,,,,372,30914,39544,40500,30419,314224,143727,458323,,6,4,12,3,62,13,,1,11,6,8,7,55,28,84,369,30828,39484,40428,30369,313680,143531,457580,1,10,10,7,3,79,26,106,1,59,40,45,37,348,129,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2005,,,,,,,,,,,212,37695,43432,42804,33016,348233,157528,505973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,37695,43432,42804,33016,348233,157528,505973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,1997,,,,,,,,,,,358,43961,50314,46044,32432,399561,159395,559314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,43961,50314,46044,32432,399561,159395,559314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,1995,,,,,,,,,,,255,44566,49762,48934,32535,402767,161331,564353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,44566,49762,48934,32535,402767,161331,564353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2003,,,,,,,,,,,232,40441,46101,45866,32824,364907,160077,525216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,40441,46101,45866,32824,364907,160077,525216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2013,,,,,,,,,,,1410,27752,31076,34365,27374,256029,123860,381299,1,12,14,9,11,131,47,179,1,7,1,1,1,16,7,24,1406,27692,31031,34319,27337,255664,123684,380754,0,7,6,5,5,32,23,55,2,33,23,29,20,177,92,271,0,1,1,2,0,9,7,16,0,0,0,0,0,0,0,0,1,4,6,3,4,67,21,89,0,8,8,6,7,64,26,90,1,2,0,1,0,7,3,11,0,5,1,0,1,9,4,13,713,13989,15935,17276,12805,131097,59790,191600,693,13703,15096,17043,14532,124567,63894,189154,0,4,2,4,3,14,9,23,0,3,4,1,2,18,14,32,2,14,15,15,8,106,36,144,0,19,8,14,12,71,56,127,0,0,1,2,0,5,2,7,0,1,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
PUERTO_RICO,1994,,,,,,,,,,,143,39962,50311,49774,32935,405858,161203,567204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,39962,50311,49774,32935,405858,161203,567204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2011,,,,,,,,,,,1060,29287,33638,36488,28278,278581,128816,408457,0,55,35,34,26,288,118,406,0,4,3,0,2,22,10,32,1060,29160,33557,36423,28217,277969,128521,407550,0,2,1,5,2,41,17,58,0,66,38,25,27,243,137,380,0,0,4,1,4,17,13,30,0,0,0,0,0,1,0,1,0,30,16,20,12,158,53,211,0,25,19,14,14,130,65,195,0,3,0,0,1,9,5,14,0,1,3,0,1,13,5,18,496,14879,17458,18118,13379,142510,62328,205334,564,14281,16099,18305,14838,135459,66193,202216,0,1,0,1,0,17,7,24,0,1,1,4,2,24,10,34,0,36,22,8,16,135,66,201,0,30,16,17,11,108,71,179,0,0,4,0,1,11,5,16,0,0,0,1,3,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,
PUERTO_RICO,2002,,,,,,,,,,,347,39941,47342,47533,33062,375774,160894,537015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,39941,47342,47533,33062,375774,160894,537015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2006,,,,,,,,,,,207,35468,41624,42914,34829,337301,156618,494126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,35468,41624,42914,34829,337301,156618,494126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2004,,,,,,,,,,,199,38375,44497,43212,32917,356653,160428,517280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,38375,44497,43212,32917,356653,160428,517280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,1993,,,,,,,,,,,281,38305,51411,50711,32610,416767,163511,580559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,38305,51411,50711,32610,416767,163511,580559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,1999,,,,,,,,,,,619,43261,49835,45842,34428,389889,159788,550296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,43261,49835,45842,34428,389889,159788,550296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2007,,,,,,,,,,,420,32490,41523,42807,33478,330494,149553,480467,0,0,0,0,0,0,0,0,0,0,1,0,0,10,1,11,419,32437,41517,42805,33444,330371,149448,480238,0,0,0,0,0,3,0,3,1,53,5,2,34,110,104,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,1992,,,,,,,,,,,89,37806,52944,50913,32344,423308,163573,586970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,1996,,,,,,,,,,,373,42399,49998,47449,32361,401737,160499,562609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,42399,49998,47449,32361,401737,160499,562609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2000,,,,,,,,,,,1139,42957,47296,46852,33567,388062,161218,550419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,42957,47256,46852,33567,388022,161218,550379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUERTO_RICO,2009,,,,,,,,,,,270,31976,38583,39143,29374,305453,140785,446508,0,5,1,5,1,44,17,61,1,11,8,7,6,64,26,91,268,31920,38501,39070,29332,304886,140585,445739,0,5,13,6,10,86,28,114,1,35,60,55,25,373,129,503,,,,,,,,,,,,,,,,,0,3,0,1,1,21,9,30,0,2,1,4,0,23,8,31,1,3,6,4,4,42,12,55,0,8,2,3,2,22,14,36,141,16260,19793,19576,13468,156479,67986,224606,127,15660,18708,19494,15864,148407,72599,221133,0,3,8,6,3,34,12,46,0,2,5,0,7,52,16,68,1,18,33,23,9,189,71,261,0,17,27,32,16,184,58,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODE_ISLAND,1992,,883073,43545,329810,509718,863404,556787,265279,,14685,498,10883,11129,10204,8244,90758,37931,129187,4,38,40,38,22,342,112,458,9,355,372,261,231,2931,1037,3977,38,1007,903,747,473,7366,2556,9960,26,710,696,603,498,5717,2349,8092,421,8773,9118,8555,7020,74402,31877,106700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.4492482,265.9071091,219.9400977,
RHODE_ISLAND,1993,138939,919594,46215,351512,521867,901540,588044,268106,11541,12708,465,11348,11603,10650,8094,92255,38470,131190,0,45,50,54,36,342,153,495,5,371,393,335,195,3090,990,4085,29,1138,1034,838,498,8041,2813,10883,32,732,746,655,505,6073,2512,8617,399,9062,9380,8768,6860,74709,32002,107110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODE_ISLAND,1994,144918,1012987,48443,385626,578918,994885,642068,300816,14152,14866,469,10701,11549,10747,8440,93820,39416,133705,3,45,38,46,29,419,184,606,10,307,386,361,226,3207,1117,4334,22,1028,1027,912,545,9096,3221,12339,36,614,751,637,512,6423,2613,9072,398,8707,9347,8791,7128,74675,32281,107354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODE_ISLAND,1995,146609,1089859,55060,434056,600743,1056716,677240,308559,27613,18871,531,10947,11596,11032,8263,95432,39828,135791,2,51,44,65,18,452,199,653,16,346,426,416,206,3247,1209,4472,36,1175,1117,983,536,10085,3491,13612,32,670,745,598,503,6641,2502,9175,445,8705,9264,8970,7000,75007,32427,107879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODE_ISLAND,1996,148977,1135192,57826,459171,618195,1092459,699778,321959,24931,20181,666,11366,11829,11104,8428,95384,40681,136731,1,66,51,60,47,424,231,656,19,370,375,353,230,3112,1372,4503,89,1425,1265,1042,618,10334,3649,14072,51,867,897,711,494,6793,2599,9443,506,8638,9241,8938,7039,74721,32830,108057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.4180939,268.8773081,218.0275179,
RHODE_ISLAND,1997,150433,1185534,63214,470876,651444,1175638,740878,336147,47227,21853,629,11397,12083,11272,8633,96551,41373,138553,2,62,52,49,43,418,203,623,9,430,387,372,278,3173,1468,4650,53,1528,1409,1119,646,11268,3884,15205,42,864,915,768,502,7135,2641,9818,523,8513,9320,8964,7164,74557,33177,108257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODE_ISLAND,1998,152356,1255280,67433,503267,684580,1221558,762746,355309,48765,24136,811,10907,12323,11372,8727,97364,42113,140288,8,72,54,43,35,447,171,626,10,407,388,357,289,3140,1439,4589,97,1666,1552,1119,724,12066,4192,16355,56,823,923,731,516,7343,2771,10170,640,7939,9406,9122,7163,74368,33540,108548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHODE_ISLAND,1999,153710,1358566,77904,568748,711914,1289045,792559,382899,51755,28611,1047,11078,12578,11592,9138,98113,42751,141911,7,85,60,54,18,482,225,714,23,344,397,391,311,3182,1430,4635,108,1805,1778,1318,763,13193,4343,17644,47,855,999,754,516,7535,2895,10477,682,7989,12578,11592,9138,98113,42751,141546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
